Ext.ID	Museum	Sampling.date	Catalogue.accession	Species	Collection.notes	Sex	Age	Year	Country	Region	Locality	Oral.health	Appearance	Sampling.comments	Ext.Date	Sample.weight.g.	Pigmented_extract	Qubit.concentration.ng.ul.	LP.date	Extract.vol.used	LP.copies	Ind.date	LP.vol.used	Ind.cycles	Ind.copies	Pool	Pooled.volume.ul.	Instrument.model	Common.name	habitat.general	order	Species_Lintulaakso_et_al	diet_cluster_name	diet_quality	cp	ee	cf	ash	nfe	calculated_species_main_diet	raw_count	unmapped_count	mapped_count	host_count	human_count	unmapped_avlength	mapped_avlength	p_Sediment.Soil	p_Skin	p_aOral	p_mOral	p_Unknown	classified	unclassified	Bacteria	Archaea	Eukaryota	Viruses	species_raw	is.blank	failed.repeated	combined.sample	Sample.weight.ug	DNA_input_ng	libraries_input_copies	theor_ind_copies
EB_26_2		NA		Extraction blank											20230830	NA	FALSE	0.049	20230906	20	297000	20230920_8-8	12	11	25900000	Pool D	1	Illumina NovaSeq X Plus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6421	291	21	NA	21	53.69	59.52	NA	NA	NA	NA	NA	20.6	79.4	13.1	0	0.34	0	18	TRUE	FALSE	FALSE	NA	0.98	3564000	7299072000
EB_27_1		NA		Extraction blank											20230831	NA	FALSE	0.049	NA	NA	NA		NA	NA	NA		NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	FALSE	FALSE	NA	NA	NA	NA
EB_27_2		NA		Extraction blank											20230831	NA	FALSE	0.053	NA	NA	NA		NA	NA	NA		NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	FALSE	FALSE	NA	NA	NA	NA
EB_28		NA		Extraction blank											20230911	NA	FALSE	0.049	20230912	20	41300	20230920_8-8	12	11	27300000	Pool C	1	Illumina NovaSeq X Plus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	406	7	3	NA	3	55.57	65	NA	NA	NA	NA	NA	42.9	57.1	42.9	0	0	0	2	TRUE	FALSE	FALSE	NA	0.98	495600	1014988800
EB_29		NA		Extraction blank											20230912	NA	FALSE	0.123	20230914	20	34700	20230920_remainder	12	11	1.51e+08	Pool D	1	Illumina NovaSeq X Plus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1879	203	6	NA	6	44.6	80.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	FALSE	FALSE	NA	2.46	416400	852787200
EB_2_1		NA		Extraction blank	 										20230607	NA	FALSE	0.079	NA	NA	NA		NA	NA	NA		NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	FALSE	FALSE	NA	NA	NA	NA
EB_2_2		NA		Extraction blank	 										20230607	NA	FALSE	0.074	20230612	20	18900	20230616	18	10	18400000	Pool B	1	Illumina NovaSeq X Plus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	299	1	4	NA	4	35	52.25	NA	NA	NA	NA	NA	0	100	0	0	0	0	NA	TRUE	FALSE	FALSE	NA	1.48	340200	348364800
EB_3_1		NA		Extraction blank	 										20230608	NA	FALSE	0.049	NA	NA	NA		NA	NA	NA		NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	FALSE	FALSE	NA	NA	NA	NA
EB_3_2		NA		Extraction blank	 										20230608	NA	FALSE	0.049	NA	NA	NA		NA	NA	NA		NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	FALSE	FALSE	NA	NA	NA	NA
EB_4_1		NA		Extraction blank	 										20230609	NA	FALSE	0.087	NA	NA	NA		NA	NA	NA		NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	FALSE	FALSE	NA	NA	NA	NA
EB_4_2		NA		Extraction blank	 										20230609	NA	FALSE	0.049	NA	NA	NA		NA	NA	NA		NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	FALSE	FALSE	NA	NA	NA	NA
EB_5_1		NA		Extraction blank	 										20230613	NA	FALSE	0.12	NA	NA	NA		NA	NA	NA		NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	FALSE	FALSE	NA	NA	NA	NA
EB_5_2		NA		Extraction blank	 										20230613	NA	FALSE	0.134	20230619	20	7290	20230622	18	11	53400000	Pool D	1	Illumina NovaSeq X Plus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7405	123	3	NA	3	45.69	88.67	NA	NA	NA	NA	NA	4.1	95.9	2.4	0	0	0	2	TRUE	FALSE	FALSE	NA	2.68	131220	268738560
EB_6_2		NA		Extraction blank	 										20230614	NA	FALSE	0.08	20230620	20	18700	20230622	18	11	80100000	Pool D	1	Illumina NovaSeq X Plus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9060	51	7	NA	7	49.25	63.71	NA	NA	NA	NA	NA	19.6	80.4	17.7	0	0	0	4	TRUE	FALSE	FALSE	NA	1.6	336600	689356800
EB_7_1		NA		Extraction blank											20230626	NA	FALSE	0.126	20230628	20	48600	20230724	18	11	1.6e+07	Pool D	1	Illumina NovaSeq X Plus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14322	244	14	NA	14	64.82	53.29	NA	NA	NA	NA	NA	13.9	86.1	10.3	0	2.46	0	20	TRUE	FALSE	FALSE	NA	2.52	874800	1791590400
EB_7_2		NA		Extraction blank											20230626	NA	FALSE	0.049	NA	NA	NA		NA	NA	NA		NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	FALSE	FALSE	NA	NA	NA	NA
EB_8_1		NA		Extraction blank											20230627	NA	FALSE	0.049	NA	NA	NA		NA	NA	NA		NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	FALSE	FALSE	NA	NA	NA	NA
EB_8_2		NA		Extraction blank											20230627	NA	FALSE	0.187	20230629	20	56700	20230906	12	11	1.55e+09	Pool C	1	Illumina NovaSeq X Plus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8846	233	0	NA	0	40.43	NA	NA	NA	NA	NA	NA	6	94	5.6	0	0.43	0	1	TRUE	FALSE	FALSE	NA	3.74	680400	1393459200
EB_9_1		NA		Extraction blank											20230629	NA	FALSE	0.049	NA	NA	NA		NA	NA	NA		NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	FALSE	FALSE	NA	NA	NA	NA
EB_9_2		NA		Extraction blank											20230629	NA	FALSE	0.049	20230704	20	2500	20230906	12	11	63400000	Pool D	1	Illumina NovaSeq X Plus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22084	23	2	NA	2	75.83	76	NA	NA	NA	NA	NA	69.6	30.4	34.8	0	0	0	5	TRUE	FALSE	FALSE	NA	0.98	30000	61440000
HM_001	NHM London	20230711	8.7.17.24	Muntiacus muntjak	Borneo British North Borneo			<1908	Malaysia						20230724	0.011	FALSE	3.34	20230726	20	52400000	20230905	12	11	1.66e+10	Pool B	3	Illumina NovaSeq X Plus	Muntjak	Terrestrial	Artiodactyla	Muntiacus muntjak	Browser-Frugivore	5	13.31479	5.6142	14.59954	8.08755	58.38392	Frugivore	6064173	4353742	12039	11667	372	47.98	43.66	5.7	24.6	8.5	6.7	54.5	27.8	72.2	27.7	0	0.01	0	6223	FALSE	FALSE	FALSE	11	66.8	628800000	1287782400000
HM_002	NHM London	20230711	3.4.16.1	Giraffa camelopardalis	near lake boringo	female		1903							20230724	0.018	FALSE	12.1	20230726	20	55800000	20230905	12	11	2.61e+09	Pool C	4	Illumina NovaSeq X Plus	Reticulated giraffe	Terrestrial	Artiodactyla	Giraffa camelopardalis	Browser	5	11.3339	3.13823	25.58103	5.57323	54.37362	Frugivore	717805	521780	3375	3297	78	40.83	40.05	7.6	0.2	21.7	17.9	52.6	6.4	93.6	6.4	0	0	0	1853	FALSE	FALSE	FALSE	18	242	669600000	1371340800000
HM_003	NHM London	20230711	4.12.4.13	Cuniculus paca	Agouti Marcapata Peru Warsaw Mus	female		1904	Peru						20230724	0.005	FALSE	0.412	20230726	20	18500000	20230905	12	11	4.61e+09	Pool C	4	Illumina NovaSeq X Plus	Paca	Terrestrial	Rodentia	Cuniculus paca	Frugivore-Browser	3.9	10.60653	3.31641	15.61663	10.2546	60.2058	Frugivore	1491369	1072908	31655	18702	12953	53.08	53.44	8.3	14.2	9.9	11.4	56.2	18.1	81.9	17.6	0	0.45	0	4263	FALSE	FALSE	FALSE	5	8.24	2.22e+08	4.54656e+11
HM_004	NHM London	20230711	1939.1.21.127	Otaria byronia	Discovery investigstions J. E. Hamilton Coll Falkland Is	male		1939	Falkland Islands						20230724	0.005	FALSE	0.871	20230726	20	14100000	20230905	12	11	9.58e+08	Pool D	5	Illumina NovaSeq X Plus	South American sea lion	Aquatic	Carnivora	Otaria flavescens	Piscivore-Squid-Eater	99.99995	70.5	11.3	1.5	12.6	4	Animalivore	39691682	20357677	10984972	10861193	123779	53.11	54.59	3.3	2.6	1.8	2.5	89.9	16.7	83.3	15.8	0	0.82	0	8349	FALSE	FALSE	FALSE	5	17.42	169200000	346521600000
HM_005	NHM London	20230711	1912.4.27.1	Tapirus indicus	Donation from museum			1912	Malaysia	Penang					20230724	0.011	TRUE	2.39	20230726	20	168000	20230905	12	11	245000		NA		Malayan tapir	Terrestrial	Perissodactyla	Tapirus indicus	Browser-Grazer	4.7	10.12341	3.73429	21.99719	7.64161	56.50351	Frugivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	11	47.8	2016000	4128768000
HM_006	NHM London	20230711	1939.1.21.147	Otaria byronia	Discovery investigstions J. E. Hamilton Coll Falkland Is			1939							20230724	0.005	FALSE	1.15	20230726	20	1.98e+08	20230905	12	11	3.4e+10	Pool B	2	Illumina NovaSeq X Plus	South American sea lion	Aquatic	Carnivora	Otaria flavescens	Piscivore-Squid-Eater	99.99995	70.5	11.3	1.5	12.6	4	Animalivore	5190624	4579420	96256	95389	867	61.15	51.3	1.3	1.1	0.6	0.6	96.4	39.2	60.8	39.2	0	0.01	0	6423	FALSE	FALSE	FALSE	5	23	2.376e+09	4.866048e+12
HM_007	NHM London	20230711	1949.3.17.47	Arctocephalus australis	 										20230724	0.019	FALSE	0.52	20230726	20	17700		NA	NA	NA		NA		South American fur seals	Aquatic	Carnivora	Arctocephalus australis	Piscivore	5.2	76.94024	10.39008	0.35286	11.56014	0.75659	Animalivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	19	10.4	NA	NA
HM_008	NHM London	20230711	86.2	Tapirus indicus	Skin destroyed in 1873 Source: ZSL			<1873	Indonesia	Sumatra					20230724	0.015	FALSE	0.58	20230726	20	86300	20230920_remainder	12	14	2.31e+09	Pool C	4	Illumina NovaSeq X Plus	Malayan tapir	Terrestrial	Perissodactyla	Tapirus indicus	Browser-Grazer	4.7	10.12341	3.73429	21.99719	7.64161	56.50351	Frugivore	10919	7465	943	926	17	47.14	45.77	48.9	0	0	0	51.1	35.1	64.9	34.8	0	0.16	0	291	FALSE	FALSE	FALSE	15	11.6	1035600	16967270400
HM_009	NHM London	20230711	8.8.8.48	Macropus giganteus	 			1908	Australia	North Queensland					20230724	0.013	TRUE	2.57	20230727	5	1.54e+08	20230905	12	11	12500000	Pool D	5	Illumina NovaSeq X Plus	Eastern grey kangaroo	Terrestrial	Diprotodontia	Macropus giganteus	Grazer	3.9	11.16861	2.36059	29.12389	9.55251	47.79439	Herbivore	456802	203495	73484	71056	2428	38.22	41.99	0	59.2	8.7	0	32.2	15.3	84.7	14.9	0	0.37	0	887	FALSE	FALSE	FALSE	13	12.85	1.848e+09	3.784704e+12
HM_010	NHM London	20230711	8.8.8.51	Macropus giganteus	 			1908	Australia	North Queensland					20230724	0.015	TRUE	1.07	20230727	10	8240000	20230905	12	11	2.61e+08	Pool D	5	Illumina NovaSeq X Plus	Eastern grey kangaroo	Terrestrial	Diprotodontia	Macropus giganteus	Grazer	3.9	11.16861	2.36059	29.12389	9.55251	47.79439	Herbivore	18820826	13427496	442779	433106	9673	42.02	46.03	3.8	34	7.6	5.6	48.9	35.5	64.5	35.4	0	0.04	0	6642	FALSE	FALSE	FALSE	15	10.7	98880000	202506240000
HM_011	NHM London	20230711	8.8.8.49	Macropus giganteus	 			1908	Australia	North Queensland					20230724	0.014	TRUE	6.26	20230727	4	1.49e+08	20230905	12	11	3.24e+09	Pool C	4	Illumina NovaSeq X Plus	Eastern grey kangaroo	Terrestrial	Diprotodontia	Macropus giganteus	Grazer	3.9	11.16861	2.36059	29.12389	9.55251	47.79439	Herbivore	10480385	8060480	250168	245153	5015	45.2	49.16	2.1	29.5	9.8	8.5	50.1	39	61	38.9	0	0.04	0	5962	FALSE	FALSE	FALSE	14	25.04	1.788e+09	3.661824e+12
HM_012	NHM London	20230711	13.10.24.61	Cuniculus paca	 			1913	Ecuador	Mindo					20230724	0.005	FALSE	0.398	20230726	20	7350000	20230905	12	11	7.85e+09	Pool C	4	Illumina NovaSeq X Plus	Paca	Terrestrial	Rodentia	Cuniculus paca	Frugivore-Browser	3.9	10.60653	3.31641	15.61663	10.2546	60.2058	Frugivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	5	7.96	88200000	180633600000
HM_013	NHM London	20230711	8.6.17.17	Cuniculus paca	 			1908	Peru						20230724	0.014	TRUE	7.68	20230726	20	209000	20230905	12	11	2400000		NA		Paca	Terrestrial	Rodentia	Cuniculus paca	Frugivore-Browser	3.9	10.60653	3.31641	15.61663	10.2546	60.2058	Frugivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	14	153.6	2508000	5136384000
HM_014	NHM London	20230711	34.9.10.189	Cuniculus paca	 			1934	Ecuador	Mindo					20230724	0.006	FALSE	1.2	20230726	20	170000	20230905	12	11	4.04e+08	Pool D	5	Illumina NovaSeq X Plus	Paca	Terrestrial	Rodentia	Cuniculus paca	Frugivore-Browser	3.9	10.60653	3.31641	15.61663	10.2546	60.2058	Frugivore	429699	321500	26290	24800	1490	43.79	45.04	9.3	4.2	15.8	27.2	43.4	3.9	96.1	3.8	0	0.05	0	1381	FALSE	FALSE	FALSE	6	24	2040000	4177920000
HM_016	NHM London	20230731	49.675A	Loxodonta africana	Perry collection	male		<1949	Uganda					Can check with richard about exact year of Perry collection	20230830	0.005	FALSE	0.083	20230914	20	668000	20230920_remainder	12	14	365000		NA		African elephant	Terrestrial	Proboscidea	Loxodonta africana	Grazer	3.9	8.9086	2.43334	33.74356	7.61827	47.29621	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	5	1.66	8016000	131334144000
HM_017	NHM London	20230731	49.672A	Loxodonta africana	Perry collection	female		<1949	Uganda						20230830	0.006	FALSE	0.064	20230914	20	346000	20230920_remainder	12	14	31900000	Pool D	5	Illumina NovaSeq X Plus	African elephant	Terrestrial	Proboscidea	Loxodonta africana	Grazer	3.9	8.9086	2.43334	33.74356	7.61827	47.29621	Herbivore	9082	4545	42	40	2	36.98	35.45	NA	NA	NA	NA	NA	9.6	90.4	9.6	0	0	0	33	FALSE	FALSE	FALSE	6	1.28	4152000	68026368000
HM_018	NHM London	20230731	49.690A	Loxodonta africana	Perry collection	female		<1949	Uganda						20230830	0.01	TRUE	0.2	20230914	20	1030000	20230920_remainder	12	11	3.37e+09	Pool C	4	Illumina NovaSeq X Plus	African elephant	Terrestrial	Proboscidea	Loxodonta africana	Grazer	3.9	8.9086	2.43334	33.74356	7.61827	47.29621	Herbivore	101048	73211	126	122	4	42.92	40.84	26.7	4.6	3.7	3.7	61.3	17	83	17	0	0	0	467	FALSE	FALSE	FALSE	10	4	12360000	25313280000
HM_019	NHM London	20230731	49.566	Loxodonta africana	Perry collection			<1949	Uganda						20230830	0.001	FALSE	0.083	NA	NA	NA		NA	NA	NA		NA		African elephant	Terrestrial	Proboscidea	Loxodonta africana	Grazer	3.9	8.9086	2.43334	33.74356	7.61827	47.29621	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	1	NA	NA	NA
HM_020	NHM London	20230731	49.680A	Loxodonta africana	Perry collection	female		<1949	Uganda						20230830	0.005	FALSE	0.4	20230906	20	83400000	20230920_7-7	12	11	4.05e+08	Pool D	5	Illumina NovaSeq X Plus	African elephant	Terrestrial	Proboscidea	Loxodonta africana	Grazer	3.9	8.9086	2.43334	33.74356	7.61827	47.29621	Herbivore	786132	430369	4228	4163	65	37.91	37.24	17.8	2	5.6	9.1	65.5	8.6	91.4	8.6	0	0	0	1498	FALSE	FALSE	FALSE	5	8	1000800000	2049638400000
HM_021	NHM London	20230731	49.691A	Loxodonta africana	Perry collection	female		<1949	Uganda						20230911	0.001	FALSE	0.15	20230912	20	2080000	20230920_8-8	12	11	6.19e+08	Pool D	5	Illumina NovaSeq X Plus	African elephant	Terrestrial	Proboscidea	Loxodonta africana	Grazer	3.9	8.9086	2.43334	33.74356	7.61827	47.29621	Herbivore	11368178	8905425	45576	43559	2017	52.71	48.68	11.8	2.7	9.3	8.9	67.3	27	73	26.9	0	0	0	5810	FALSE	FALSE	FALSE	1	3	24960000	51118080000
HM_022	NHM London	20230731	49.528	Loxodonta africana	Perry collection	female		<1949	Uganda						20230911	0.005	FALSE	0.1	20230912	20	4480000	20230920_8-8	12	11	4.88e+08	Pool D	5	Illumina NovaSeq X Plus	African elephant	Terrestrial	Proboscidea	Loxodonta africana	Grazer	3.9	8.9086	2.43334	33.74356	7.61827	47.29621	Herbivore	7600049	4663439	569912	564917	4995	44.09	40.11	12.9	5.4	27.5	28.9	25.3	17.2	82.8	17.2	0	0.01	0	4565	FALSE	FALSE	FALSE	5	2	53760000	110100480000
HM_023	NHM London	20230731	49.53	Loxodonta africana	Perry collection	female		<1949	Uganda						20230911	0.007	FALSE	0.069	20230912	20	2610000	20230920_8-8	12	11	3.4e+08	Pool D	5	Illumina NovaSeq X Plus	African elephant	Terrestrial	Proboscidea	Loxodonta africana	Grazer	3.9	8.9086	2.43334	33.74356	7.61827	47.29621	Herbivore	6174286	2965174	129635	124537	5098	42.51	41.91	22	5	18	11.7	43.3	18.5	81.5	18.4	0	0.02	0	4447	FALSE	FALSE	FALSE	7	1.38	31320000	64143360000
HM_024	NHM London	20230731	49.683	Loxodonta africana	Perry collection			<1949	Uganda						20230911	0.001	FALSE	0.055	20230912	20	834000	20230920_8-8	12	14	6.38e+08	Pool D	5	Illumina NovaSeq X Plus	African elephant	Terrestrial	Proboscidea	Loxodonta africana	Grazer	3.9	8.9086	2.43334	33.74356	7.61827	47.29621	Herbivore	15354031	9355494	601506	460962	140544	47.9	51.87	13.7	16.5	6.3	6.3	57.2	38.1	62	38	0	0.05	0	6987	FALSE	FALSE	FALSE	1	1.1	10008000	163971072000
HM_025	NHM London	20230731	49.682A	Loxodonta africana	Perry collection			<1949	Uganda					white/grey powder. More enamel/tooth in the mix?	20230911	0.001	FALSE	0.049	NA	NA	NA		NA	NA	NA		NA		African elephant	Terrestrial	Proboscidea	Loxodonta africana	Grazer	3.9	8.9086	2.43334	33.74356	7.61827	47.29621	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	1	NA	NA	NA
HM_026	NHM London	20230731	49.687A	Loxodonta africana	Perry collection			<1949	Uganda						20230911	0.017	FALSE	0.281	20230912	20	8810000	20230920_8-8	12	11	7.42e+08	Pool D	5	Illumina NovaSeq X Plus	African elephant	Terrestrial	Proboscidea	Loxodonta africana	Grazer	3.9	8.9086	2.43334	33.74356	7.61827	47.29621	Herbivore	5796172	3212197	1050646	1041386	9260	41.25	42.55	22.9	9.9	14.2	12.4	40.5	18	82	17.9	0	0.06	0	4962	FALSE	FALSE	FALSE	17	5.62	105720000	216514560000
HM_027	NHM London	20230731	49.686A	Loxodonta africana	Perry collection			<1949	Uganda						20230911	0.009	FALSE	0.062	20230912	20	1100000	20230920_8-8	12	14	29300000	Pool D	5	Illumina NovaSeq X Plus	African elephant	Terrestrial	Proboscidea	Loxodonta africana	Grazer	3.9	8.9086	2.43334	33.74356	7.61827	47.29621	Herbivore	17833	3781	215	209	6	37.85	39.11	0	0	0	0	100	15.4	84.6	15.4	0	0	0	45	FALSE	FALSE	FALSE	9	1.24	13200000	216268800000
HM_028	NHM London	20230731	49.537	Loxodonta africana	Perry collection	male		<1949	Uganda						20230911	0.008	FALSE	1.5	20230912	20	81300000	20230920_8-8	12	11	3.43e+08	Pool D	5	Illumina NovaSeq X Plus	African elephant	Terrestrial	Proboscidea	Loxodonta africana	Grazer	3.9	8.9086	2.43334	33.74356	7.61827	47.29621	Herbivore	10600445	1663785	7688652	7636076	52576	50.79	48.39	25	4.5	8.3	8.5	53.8	12.5	87.5	11	0	1.47	0	2452	FALSE	FALSE	FALSE	8	30	975600000	1998028800000
HM_029	NHM London	20230731	49.547	Loxodonta africana	Perry collection	male		<1949	Uganda						20230911	0.006	FALSE	0.172	20230912	20	4070000	20230920_8-8	12	11	69600000	Pool D	5	Illumina NovaSeq X Plus	African elephant	Terrestrial	Proboscidea	Loxodonta africana	Grazer	3.9	8.9086	2.43334	33.74356	7.61827	47.29621	Herbivore	3158395	1665781	86893	86310	583	39.38	39.01	26.3	5.3	19.2	13.4	35.8	13.3	86.7	13.3	0	0	0	2242	FALSE	FALSE	FALSE	6	3.44	48840000	100024320000
HM_030	NHM London	20230731	49.662	Loxodonta africana	Perry collection	male		<1949	Uganda						20230911	0.012	FALSE	0.243	20230912	20	1.78e+08	20230920_8-8	12	11	2.1e+09	Pool C	4	Illumina NovaSeq X Plus	African elephant	Terrestrial	Proboscidea	Loxodonta africana	Grazer	3.9	8.9086	2.43334	33.74356	7.61827	47.29621	Herbivore	7524013	5978659	50882	50379	503	48.34	47.65	13.4	2.9	11.2	11	61.5	14.7	85.3	14.6	0	0.01	0	5135	FALSE	FALSE	FALSE	12	4.86	2.136e+09	4.374528e+12
HM_031	NHM London	20230801	1915.2.3.1	Hippopotamus amphibius				<1915	Nigeria	Zanla province					20230830	0.005	FALSE	1.07	20230906	20	1.42e+08	20230920_7-7	12	11	5.33e+10	Pool A	3	Illumina NovaSeq X Plus	Hippo	Terrestrial	Artiodactyla	Hippopotamus amphibius	Grazer	5.3	19.16876	3.96691	28.72915	7.32875	40.80641	Herbivore	8242455	6702377	11812	11606	206	55.38	45.16	6.7	2.1	25.2	20.9	45	7.5	92.5	7.1	0.4	0.01	0	7661	FALSE	FALSE	FALSE	5	21.4	1.704e+09	3.489792e+12
HM_032	NHM London	20230801	1961.8.9.84	Hippopotamus amphibius	Pres national museum, bulawayo	female		<1961	Northern Rhodesia						20230830	0.011	FALSE	1.12	20230906	20	6680000	20230920_7-7	12	11	8.31e+09	Pool C	4	Illumina NovaSeq X Plus	Hippo	Terrestrial	Artiodactyla	Hippopotamus amphibius	Grazer	5.3	19.16876	3.96691	28.72915	7.32875	40.80641	Herbivore	2340151	1876884	28358	28159	199	50.59	63.7	1.7	8.5	21.8	15.6	52.4	7.1	92.9	5.9	1.2	0.03	0	5690	FALSE	FALSE	FALSE	11	22.4	80160000	164167680000
HM_033	NHM London	20230801	1916.8.8.1	Hippopotamus amphibius				<1916	Portuguese east africa						20230830	0.006	FALSE	0.505	20230906	20	46200000	20230920_7-7	12	11	1.49e+10	Pool B	3	Illumina NovaSeq X Plus	Hippo	Terrestrial	Artiodactyla	Hippopotamus amphibius	Grazer	5.3	19.16876	3.96691	28.72915	7.32875	40.80641	Herbivore	3694699	2616951	73556	1371	72185	56.11	71.6	5	2.9	23	14.4	54.7	7.9	92.1	3.6	3.7	0.62	0	5674	FALSE	FALSE	FALSE	6	10.1	554400000	1135411200000
HM_034	NHM London	20230801	1924.8.3.67	Hippopotamus amphibius		male		<1924	Buswazi, Buganda						20230830	0.013	FALSE	0.112	NA	NA	NA		NA	NA	NA		NA		Hippo	Terrestrial	Artiodactyla	Hippopotamus amphibius	Grazer	5.3	19.16876	3.96691	28.72915	7.32875	40.80641	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	13	NA	NA	NA
HM_035	NHM London	20230801	1887.12.29.2	Hippopotamus amphibius		female		<1887	Zanzibar	S. of Zanzibar	Kilwa Kisi-Wani				20230830	0.001	FALSE	0.331	NA	NA	NA		NA	NA	NA		NA		Hippo	Terrestrial	Artiodactyla	Hippopotamus amphibius	Grazer	5.3	19.16876	3.96691	28.72915	7.32875	40.80641	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	1	NA	NA	NA
HM_036	NHM London	20230801	1925.9.5.1	Hippopotamus amphibius	Capt Dougls C fraser	male		<1925	Nigeria	Ibie Benue River					20230911	0.001	FALSE	0.811	20230912	20	1.08e+08	20230920_8-8	12	11	9.89e+09	Pool C	4	Illumina NovaSeq X Plus	Hippo	Terrestrial	Artiodactyla	Hippopotamus amphibius	Grazer	5.3	19.16876	3.96691	28.72915	7.32875	40.80641	Herbivore	1894623	1638117	7722	7366	356	59.75	51.22	18.2	10.2	15.1	7.2	49.2	30.5	69.5	28.1	2.2	0.01	0.1	5546	FALSE	FALSE	FALSE	1	16.22	1.296e+09	2.654208e+12
